Heart,Calories,Steps,Distance,Age,Gender,Weight,Height,Activity
109,4.732560158,16,0.007394317,23,F,170,5.1,1.Sedentary
112,5.183279991,7,0.00323113,23,F,170,5.1,1.Sedentary
114,4.845240116,0,0,23,F,170,5.1,1.Sedentary
114,5.859360218,26,0.012054601,23,F,170,5.1,1.Sedentary
113,4.619880199,0,0,23,F,170,5.1,1.Sedentary
114,5.633999825,24,0.011122544,23,F,170,5.1,1.Sedentary
112,5.859360218,47,0.021810129,23,F,170,5.1,1.Sedentary
115,5.859360218,37,0.017149845,23,F,170,5.1,1.Sedentary
108,3.943799973,0,0,23,F,170,5.1,1.Sedentary
106,1.690199971,0,0,23,F,170,5.1,1.Sedentary
106,4.732560158,18,0.008326374,23,F,170,5.1,1.Sedentary
111,5.408639908,36,0.016652748,23,F,170,5.1,1.Sedentary
107,4.507199764,5,0.002299073,23,F,170,5.1,1.Sedentary
77,2.929680109,7,0.00323113,23,F,170,5.1,1.Sedentary
77,1.239480019,0,0,23,F,170,5.1,1.Sedentary
77,1.464840055,0,0,23,F,170,5.1,1.Sedentary
78,1.464840055,0,0,23,F,170,5.1,1.Sedentary
74,1.239480019,0,0,23,F,170,5.1,1.Sedentary
73,1.239480019,0,0,23,F,170,5.1,1.Sedentary
75,2.704319954,4,0.001801976,23,F,170,5.1,1.Sedentary
76,2.929680109,8,0.00366609,23,F,170,5.1,1.Sedentary
87,3.605760098,23,0.010625447,23,F,170,5.1,1.Sedentary
86,3.605760098,28,0.012986658,23,F,170,5.1,1.Sedentary
87,3.380399942,13,0.0060273,23,F,170,5.1,1.Sedentary
89,1.464840055,0,0,23,F,170,5.1,1.Sedentary
89,1.464840055,0,0,23,F,170,5.1,1.Sedentary
91,2.929680109,4,0.001801976,23,F,170,5.1,1.Sedentary
88,3.155040026,5,0.002299073,23,F,170,5.1,1.Sedentary
82,3.155040026,18,0.008326374,23,F,170,5.1,1.Sedentary
86,3.605760098,24,0.011122544,23,F,170,5.1,1.Sedentary
91,3.155040026,9,0.004163187,23,F,170,5.1,1.Sedentary
99,3.831120014,8,0.00366609,23,F,170,5.1,1.Sedentary
98,2.929680109,4,0.001801976,23,F,170,5.1,1.Sedentary
86,3.155040026,12,0.005530204,23,F,170,5.1,3.Moderate
82,1.464840055,0,0,23,F,170,5.1,1.Sedentary
81,1.352159977,0,0,23,F,170,5.1,2.Light
80,1.352159977,0,0,23,F,170,5.1,1.Sedentary
82,2.929680109,6,0.002734033,23,F,170,5.1,3.Moderate
73,2.929680109,19,0.008761334,23,F,170,5.1,3.Moderate
77,2.929680109,7,0.00323113,23,F,170,5.1,1.Sedentary
78,1.352159977,0,0,23,F,170,5.1,3.Moderate
78,1.126799941,0,0,23,F,170,5.1,1.Sedentary
87,1.464840055,0,0,23,F,170,5.1,1.Sedentary
85,1.352159977,0,0,23,F,170,5.1,1.Sedentary
86,1.464840055,0,0,23,F,170,5.1,1.Sedentary
86,1.352159977,0,0,23,F,170,5.1,1.Sedentary
87,1.464840055,0,0,23,F,170,5.1,1.Sedentary
88,2.929680109,4,0.001801976,23,F,170,5.1,1.Sedentary
86,1.352159977,0,0,23,F,170,5.1,1.Sedentary
86,3.155040026,8,0.00366609,23,F,170,5.1,1.Sedentary
90,1.464840055,0,0,23,F,170,5.1,1.Sedentary
88,1.464840055,0,0,23,F,170,5.1,1.Sedentary
88,1.464840055,0,0,23,F,170,5.1,1.Sedentary
85,1.464840055,0,0,23,F,170,5.1,1.Sedentary
85,1.352159977,0,0,23,F,170,5.1,3.Moderate
85,1.352159977,0,0,23,F,170,5.1,1.Sedentary
78,1.352159977,0,0,23,F,170,5.1,1.Sedentary
69,1.126799941,0,0,23,F,170,5.1,1.Sedentary
69,2.929680109,10,0.004598147,23,F,170,5.1,1.Sedentary
74,1.126799941,0,0,23,F,170,5.1,1.Sedentary
73,1.126799941,0,0,23,F,170,5.1,1.Sedentary
74,2.704319954,8,0.00366609,23,F,170,5.1,1.Sedentary
89,3.380399942,15,0.006959357,23,F,170,5.1,1.Sedentary
80,3.155040026,18,0.008326374,23,F,170,5.1,1.Sedentary
83,3.155040026,18,0.008326374,23,F,170,5.1,1.Sedentary
89,3.155040026,6,0.002734033,23,F,170,5.1,1.Sedentary
85,1.464840055,0,0,23,F,170,5.1,1.Sedentary
86,3.831120014,35,0.016217789,23,F,170,5.1,1.Sedentary
128,7.211520195,30,0.013918715,23,F,170,5.1,0.Sleep
112,5.183279991,24,0.011122544,23,F,170,5.1,0.Sleep
115,5.408639908,5,0.002299073,23,F,170,5.1,0.Sleep
116,5.633999825,22,0.010190488,23,F,170,5.1,0.Sleep
125,6.760799885,21,0.009693391,23,F,170,5.1,0.Sleep
125,6.986159801,19,0.008761334,23,F,170,5.1,0.Sleep
118,4.957920074,0,0,23,F,170,5.1,0.Sleep
108,4.957920074,26,0.012054601,23,F,170,5.1,0.Sleep
95,3.831120014,27,0.012489561,23,F,170,5.1,0.Sleep
81,2.929680109,9,0.004163187,23,F,170,5.1,0.Sleep
76,1.239480019,0,0,23,F,170,5.1,0.Sleep
80,3.605760098,24,0.011122544,23,F,170,5.1,0.Sleep
95,4.957920074,61,0.028272389,23,F,170,5.1,0.Sleep
104,4.507199764,18,0.008326374,23,F,170,5.1,0.Sleep
99,4.281839848,41,0.019013958,23,F,170,5.1,0.Sleep
98,4.056479931,36,0.016652748,23,F,170,5.1,0.Sleep
105,5.633999825,111,0.051511671,23,F,170,5.1,0.Sleep
111,6.986159801,97,0.044987272,23,F,170,5.1,0.Sleep
111,4.169159889,0,0,23,F,170,5.1,0.Sleep
95,3.605760098,11,0.005095244,23,F,170,5.1,0.Sleep
88,3.380399942,16,0.007394317,23,F,170,5.1,0.Sleep
85,2.929680109,8,0.00366609,23,F,170,5.1,0.Sleep
80,3.155040026,13,0.0060273,23,F,170,5.1,0.Sleep
85,3.380399942,19,0.008761334,23,F,170,5.1,0.Sleep
87,3.605760098,23,0.010625447,23,F,170,5.1,0.Sleep
94,6.760799885,104,0.048218403,23,F,170,5.1,0.Sleep
93,3.380399942,42,0.019448919,23,F,170,5.1,0.Sleep
102,6.986159801,101,0.046851389,23,F,170,5.1,0.Sleep
92,4.056479931,31,0.014353675,23,F,170,5.1,0.Sleep
91,1.464840055,0,0,23,F,170,5.1,0.Sleep
89,1.464840055,0,0,23,F,170,5.1,0.Sleep
87,1.464840055,0,0,23,F,170,5.1,0.Sleep
87,1.464840055,0,0,23,F,170,5.1,0.Sleep
82,3.605760098,27,0.012489561,23,F,170,5.1,0.Sleep
84,2.929680109,4,0.001801976,23,F,170,5.1,0.Sleep
109,3.943799973,0,0,23,F,170,5.1,0.Sleep
111,3.943799973,0,0,23,F,170,5.1,0.Sleep
109,3.943799973,0,0,23,F,170,5.1,0.Sleep
117,5.070600033,0,0,23,F,170,5.1,0.Sleep
120,6.310080051,26,0.012054601,23,F,170,5.1,0.Sleep
119,5.295959949,0,0,23,F,170,5.1,0.Sleep
109,4.732560158,12,0.005530204,23,F,170,5.1,0.Sleep
113,6.986159801,95,0.044055216,23,F,170,5.1,0.Sleep
115,6.760799885,70,0.032435577,23,F,170,5.1,0.Sleep
105,3.718440056,0,0,23,F,170,5.1,0.Sleep
89,1.352159977,0,0,23,F,170,5.1,0.Sleep
85,1.464840055,0,0,23,F,170,5.1,0.Sleep
89,3.380399942,13,0.0060273,23,F,170,5.1,0.Sleep
90,4.056479931,38,0.017584804,23,F,170,5.1,0.Sleep
86,3.155040026,7,0.00323113,23,F,170,5.1,0.Sleep
89,3.380399942,11,0.005095244,23,F,170,5.1,0.Sleep
85,6.535439968,94,0.043620259,23,F,170,5.1,0.Sleep
91,3.605760098,17,0.007829277,23,F,170,5.1,0.Sleep
89,1.352159977,0,0,23,F,170,5.1,0.Sleep
92,4.732560158,55,0.025476219,23,F,170,5.1,0.Sleep
95,1.464840055,0,0,23,F,170,5.1,0.Sleep
98,1.690199971,0,0,23,F,170,5.1,0.Sleep
98,4.056479931,21,0.009693391,23,F,170,5.1,0.Sleep
100,2.929680109,1,0.00043496,23,F,170,5.1,0.Sleep
105,4.507199764,12,0.005530204,23,F,170,5.1,0.Sleep
108,4.732560158,15,0.006959357,23,F,170,5.1,0.Sleep
107,6.986159801,113,0.052443728,23,F,170,5.1,0.Sleep
112,5.633999825,55,0.025476219,23,F,170,5.1,0.Sleep
110,4.732560158,3,0.001367017,23,F,170,5.1,0.Sleep
99,1.464840055,0,0,23,F,170,5.1,0.Sleep
80,1.352159977,0,0,23,F,170,5.1,0.Sleep
79,1.464840055,0,0,23,F,170,5.1,0.Sleep
80,3.831120014,35,0.016217789,23,F,170,5.1,0.Sleep
84,3.155040026,11,0.005095244,23,F,170,5.1,0.Sleep
85,1.352159977,0,0,23,F,170,5.1,0.Sleep
85,1.464840055,0,0,23,F,170,5.1,0.Sleep
85,1.464840055,0,0,23,F,170,5.1,0.Sleep
85,1.464840055,0,0,23,F,170,5.1,0.Sleep
65,1.126799941,0,0,23,F,170,5.1,0.Sleep
82,4.056479931,46,0.021313032,23,F,170,5.1,0.Sleep
100,4.281839848,33,0.015285731,23,F,170,5.1,0.Sleep
92,1.464840055,0,0,23,F,170,5.1,0.Sleep
82,2.929680109,12,0.005530204,23,F,170,5.1,0.Sleep
82,1.352159977,0,0,23,F,170,5.1,0.Sleep
85,1.464840055,0,0,23,F,170,5.1,0.Sleep
83,1.464840055,0,0,23,F,170,5.1,0.Sleep
85,1.352159977,0,0,23,F,170,5.1,0.Sleep
87,1.464840055,0,0,23,F,170,5.1,0.Sleep
87,3.831120014,42,0.019448919,23,F,170,5.1,0.Sleep
89,3.380399942,14,0.006462261,23,F,170,5.1,0.Sleep
95,3.831120014,14,0.006462261,23,F,170,5.1,0.Sleep
104,1.690199971,0,0,23,F,170,5.1,0.Sleep
98,1.690199971,0,0,23,F,170,5.1,0.Sleep
96,1.352159977,0,0,23,F,170,5.1,0.Sleep
96,1.352159977,0,0,23,F,170,5.1,0.Sleep
94,1.464840055,0,0,23,F,170,5.1,0.Sleep
93,1.464840055,0,0,23,F,170,5.1,0.Sleep
93,1.464840055,0,0,23,F,170,5.1,0.Sleep
81,1.464840055,0,0,23,F,170,5.1,0.Sleep
78,2.929680109,8,0.00366609,23,F,170,5.1,0.Sleep
76,1.239480019,0,0,23,F,170,5.1,0.Sleep
78,1.126799941,0,0,23,F,170,5.1,0.Sleep
81,1.352159977,0,0,23,F,170,5.1,0.Sleep
83,1.464840055,0,0,23,F,170,5.1,0.Sleep
84,2.929680109,6,0.002734033,23,F,170,5.1,0.Sleep
88,7.662240028,109,0.050579615,23,F,170,5.1,0.Sleep
96,5.183279991,75,0.034796786,23,F,170,5.1,0.Sleep
97,4.281839848,35,0.016217789,23,F,170,5.1,0.Sleep
103,1.690199971,0,0,23,F,170,5.1,0.Sleep
103,4.281839848,7,0.00323113,23,F,170,5.1,0.Sleep
103,1.690199971,0,0,23,F,170,5.1,0.Sleep
100,3.831120014,5,0.002299073,23,F,170,5.1,0.Sleep
100,1.690199971,0,0,23,F,170,5.1,0.Sleep
101,1.690199971,0,0,23,F,170,5.1,0.Sleep
101,1.690199971,0,0,23,F,170,5.1,0.Sleep
107,1.690199971,0,0,23,F,170,5.1,0.Sleep
109,4.732560158,6,0.002734033,23,F,170,5.1,0.Sleep
113,5.183279991,11,0.005095244,23,F,170,5.1,0.Sleep
95,1.464840055,0,0,23,F,170,5.1,0.Sleep
100,4.281839848,21,0.009693391,23,F,170,5.1,0.Sleep
107,6.986159801,112,0.051946633,23,F,170,5.1,0.Sleep
116,6.986159801,92,0.042688202,23,F,170,5.1,0.Sleep
116,7.662240028,112,0.051946633,23,F,170,5.1,0.Sleep
116,7.211520195,91,0.042191103,23,F,170,5.1,0.Sleep
115,4.845240116,0,0,23,F,170,5.1,0.Sleep
109,4.056479931,0,0,23,F,170,5.1,0.Sleep
96,1.464840055,0,0,23,F,170,5.1,0.Sleep
93,1.352159977,0,0,23,F,170,5.1,0.Sleep
89,1.352159977,0,0,23,F,170,5.1,0.Sleep
88,1.464840055,0,0,23,F,170,5.1,0.Sleep
92,4.281839848,43,0.019946015,23,F,170,5.1,0.Sleep
95,3.831120014,20,0.00925843,23,F,170,5.1,0.Sleep
93,3.380399942,8,0.00366609,23,F,170,5.1,0.Sleep
96,4.732560158,46,0.021313032,23,F,170,5.1,0.Sleep
101,4.056479931,19,0.008761334,23,F,170,5.1,0.Sleep
102,4.056479931,16,0.007394317,23,F,170,5.1,0.Sleep
103,4.732560158,38,0.017584804,23,F,170,5.1,0.Sleep
106,5.859360218,65,0.030136503,23,F,170,5.1,0.Sleep
107,4.507199764,7,0.00323113,23,F,170,5.1,0.Sleep
80,2.704319954,4,0.001801976,23,F,170,5.1,0.Sleep
80,3.380399942,25,0.011557505,23,F,170,5.1,0.Sleep
84,2.929680109,6,0.002734033,23,F,170,5.1,1.Sedentary
83,3.155040026,11,0.005095244,23,F,170,5.1,1.Sedentary
88,1.464840055,0,0,23,F,170,5.1,1.Sedentary
89,1.464840055,0,0,23,F,170,5.1,1.Sedentary
88,1.464840055,0,0,23,F,170,5.1,1.Sedentary
90,1.464840055,0,0,23,F,170,5.1,1.Sedentary
83,1.464840055,0,0,23,F,170,5.1,1.Sedentary
81,1.352159977,0,0,23,F,170,5.1,1.Sedentary
83,4.281839848,74,0.03429969,23,F,170,5.1,1.Sedentary
88,6.986159801,95,0.044055216,23,F,170,5.1,1.Sedentary
97,6.310080051,93,0.04312316,23,F,170,5.1,1.Sedentary
83,2.929680109,4,0.001801976,23,F,170,5.1,1.Sedentary
91,1.352159977,0,0,23,F,170,5.1,1.Sedentary
90,3.605760098,39,0.018081902,23,F,170,5.1,1.Sedentary
91,5.183279991,71,0.032932673,23,F,170,5.1,2.Light
93,3.380399942,12,0.005530204,23,F,170,5.1,1.Sedentary
106,4.507199764,9,0.004163187,23,F,170,5.1,1.Sedentary
110,4.169159889,0,0,23,F,170,5.1,1.Sedentary
103,1.690199971,0,0,23,F,170,5.1,1.Sedentary
102,1.690199971,0,0,23,F,170,5.1,1.Sedentary
101,1.690199971,0,0,23,F,170,5.1,1.Sedentary
100,1.690199971,0,0,23,F,170,5.1,1.Sedentary
98,3.831120014,10,0.004598147,23,F,170,5.1,1.Sedentary
102,5.183279991,58,0.026905373,23,F,170,5.1,1.Sedentary
114,6.986159801,92,0.042688202,23,F,170,5.1,1.Sedentary
112,5.183279991,17,0.007829277,23,F,170,5.1,1.Sedentary
110,5.183279991,23,0.010625447,23,F,170,5.1,1.Sedentary
103,1.690199971,0,0,23,F,170,5.1,1.Sedentary
89,3.380399942,18,0.008326374,23,F,170,5.1,1.Sedentary
88,1.464840055,0,0,23,F,170,5.1,1.Sedentary
82,1.464840055,0,0,23,F,170,5.1,1.Sedentary
85,2.929680109,7,0.00323113,23,F,170,5.1,1.Sedentary
146,10.36655998,10,0.004598147,23,F,170,5.1,1.Sedentary
164,11.49335957,7,0.00323113,23,F,170,5.1,1.Sedentary
123,10.81727982,6,0.002734033,23,F,170,5.1,1.Sedentary
82,2.929680109,4,0.001801976,23,F,170,5.1,1.Sedentary
82,2.929680109,10,0.004598147,23,F,170,5.1,1.Sedentary
71,1.239480019,0,0,23,F,170,5.1,1.Sedentary
67,1.239480019,0,0,23,F,170,5.1,1.Sedentary
67,1.239480019,0,0,23,F,170,5.1,1.Sedentary
68,1.126799941,0,0,23,F,170,5.1,1.Sedentary
68,1.126799941,0,0,23,F,170,5.1,1.Sedentary
70,4.056479931,53,0.024544163,23,F,170,5.1,1.Sedentary
90,5.859360218,81,0.037592959,23,F,170,5.1,1.Sedentary
96,4.056479931,20,0.00925843,23,F,170,5.1,1.Sedentary
102,4.281839848,22,0.010190488,23,F,170,5.1,1.Sedentary
107,4.957920074,32,0.014850771,23,F,170,5.1,1.Sedentary
104,4.732560158,17,0.007829277,23,F,170,5.1,1.Sedentary
104,1.577520013,0,0,23,F,170,5.1,1.Sedentary
94,1.239480019,0,0,23,F,170,5.1,1.Sedentary
83,1.352159977,0,0,23,F,170,5.1,1.Sedentary
74,1.239480019,0,0,23,F,170,5.1,1.Sedentary
69,1.126799941,0,0,23,F,170,5.1,1.Sedentary
72,1.126799941,0,0,23,F,170,5.1,1.Sedentary
73,1.239480019,0,0,23,F,170,5.1,1.Sedentary
72,2.704319954,9,0.004163187,23,F,170,5.1,1.Sedentary
75,3.155040026,22,0.010190488,23,F,170,5.1,1.Sedentary
83,3.380399942,18,0.008326374,23,F,170,5.1,1.Sedentary
90,3.831120014,24,0.011122544,23,F,170,5.1,1.Sedentary
95,4.056479931,23,0.010625447,23,F,170,5.1,1.Sedentary
94,4.056479931,33,0.015285731,23,F,170,5.1,1.Sedentary
94,3.380399942,15,0.006959357,23,F,170,5.1,1.Sedentary
109,5.408639908,48,0.022245089,23,F,170,5.1,1.Sedentary
116,5.859360218,41,0.019013958,23,F,170,5.1,1.Sedentary
112,5.183279991,26,0.012054601,23,F,170,5.1,1.Sedentary
107,4.732560158,22,0.010190488,23,F,170,5.1,1.Sedentary
103,6.084720135,80,0.03709586,23,F,170,5.1,1.Sedentary
105,4.281839848,6,0.002734033,23,F,170,5.1,1.Sedentary
101,1.690199971,0,0,23,F,170,5.1,3.Moderate
100,4.732560158,33,0.015285731,23,F,170,5.1,1.Sedentary
102,4.056479931,11,0.005095244,23,F,170,5.1,2.Light
104,1.690199971,0,0,23,F,170,5.1,1.Sedentary
104,4.056479931,6,0.002734033,23,F,170,5.1,1.Sedentary
105,4.281839848,12,0.005530204,23,F,170,5.1,1.Sedentary
106,2.929680109,3,0.001367017,23,F,170,5.1,1.Sedentary
106,1.690199971,0,0,23,F,170,5.1,1.Sedentary
109,4.957920074,32,0.014850771,23,F,170,5.1,1.Sedentary
108,5.408639908,48,0.022245089,23,F,170,5.1,1.Sedentary
107,4.507199764,10,0.004598147,23,F,170,5.1,1.Sedentary
108,4.732560158,10,0.004598147,23,F,170,5.1,1.Sedentary
109,3.943799973,0,0,23,F,170,5.1,1.Sedentary
109,4.957920074,13,0.0060273,23,F,170,5.1,1.Sedentary
108,4.732560158,8,0.00366609,23,F,170,5.1,1.Sedentary
111,4.957920074,7,0.00323113,23,F,170,5.1,1.Sedentary
113,5.633999825,37,0.017149845,23,F,170,5.1,1.Sedentary
114,5.633999825,30,0.013918715,23,F,170,5.1,1.Sedentary
118,5.859360218,37,0.017149845,23,F,170,5.1,1.Sedentary
122,6.760799885,99,0.045919333,23,F,170,5.1,1.Sedentary
119,9.014399529,81,0.037592959,23,F,170,5.1,1.Sedentary
107,5.183279991,39,0.018081902,23,F,170,5.1,1.Sedentary
107,4.507199764,8,0.00366609,23,F,170,5.1,1.Sedentary
99,3.831120014,9,0.004163187,23,F,170,5.1,1.Sedentary
72,2.704319954,9,0.004163187,23,F,170,5.1,1.Sedentary
74,2.929680109,15,0.006959357,23,F,170,5.1,1.Sedentary
88,3.605760098,25,0.011557505,23,F,170,5.1,1.Sedentary
100,4.056479931,18,0.008326374,23,F,170,5.1,1.Sedentary
101,4.056479931,8,0.00366609,23,F,170,5.1,1.Sedentary
93,2.929680109,4,0.001801976,23,F,170,5.1,1.Sedentary
94,3.605760098,28,0.012986658,23,F,170,5.1,1.Sedentary
76,1.239480019,0,0,23,F,170,5.1,1.Sedentary
69,1.239480019,0,0,23,F,170,5.1,1.Sedentary
74,1.239480019,0,0,23,F,170,5.1,1.Sedentary
78,2.929680109,16,0.007394317,23,F,170,5.1,1.Sedentary
97,4.507199764,42,0.019448919,23,F,170,5.1,1.Sedentary
99,4.056479931,18,0.008326374,23,F,170,5.1,1.Sedentary
97,3.605760098,9,0.004163187,23,F,170,5.1,1.Sedentary
92,1.464840055,0,0,23,F,170,5.1,1.Sedentary
100,1.690199971,0,0,23,F,170,5.1,1.Sedentary
100,1.690199971,0,0,23,F,170,5.1,1.Sedentary
97,1.690199971,0,0,23,F,170,5.1,1.Sedentary
94,3.831120014,24,0.011122544,23,F,170,5.1,1.Sedentary
99,3.831120014,9,0.004163187,23,F,170,5.1,1.Sedentary
99,1.690199971,0,0,23,F,170,5.1,1.Sedentary
100,4.056479931,15,0.006959357,23,F,170,5.1,1.Sedentary
97,1.577520013,0,0,23,F,170,5.1,1.Sedentary
92,1.352159977,0,0,23,F,170,5.1,1.Sedentary
74,1.126799941,0,0,23,F,170,5.1,1.Sedentary
64,1.239480019,0,0,23,F,170,5.1,1.Sedentary
66,1.126799941,0,0,23,F,170,5.1,1.Sedentary
64,1.126799941,0,0,23,F,170,5.1,1.Sedentary
63,2.704319954,8,0.00366609,23,F,170,5.1,1.Sedentary
77,1.239480019,0,0,23,F,170,5.1,1.Sedentary
80,1.464840055,0,0,23,F,170,5.1,1.Sedentary
79,1.464840055,0,0,23,F,170,5.1,1.Sedentary
72,1.126799941,0,0,23,F,170,5.1,1.Sedentary
73,1.239480019,0,0,23,F,170,5.1,1.Sedentary
73,1.239480019,0,0,23,F,170,5.1,1.Sedentary
74,1.239480019,0,0,23,F,170,5.1,1.Sedentary
75,2.704319954,4,0.001801976,23,F,170,5.1,1.Sedentary
78,2.929680109,7,0.00323113,23,F,170,5.1,1.Sedentary
78,1.464840055,0,0,23,F,170,5.1,1.Sedentary
80,1.464840055,0,0,23,F,170,5.1,1.Sedentary
79,1.464840055,0,0,23,F,170,5.1,1.Sedentary
81,1.464840055,0,0,23,F,170,5.1,1.Sedentary
88,3.380399942,10,0.004598147,23,F,170,5.1,1.Sedentary
82,2.929680109,4,0.001801976,23,F,170,5.1,1.Sedentary
84,2.929680109,11,0.005095244,23,F,170,5.1,1.Sedentary
86,3.831120014,35,0.016217789,23,F,170,5.1,1.Sedentary
94,1.464840055,0,0,23,F,170,5.1,1.Sedentary
92,3.155040026,6,0.002734033,23,F,170,5.1,1.Sedentary
92,1.464840055,0,0,23,F,170,5.1,1.Sedentary
85,2.929680109,6,0.002734033,23,F,170,5.1,1.Sedentary
85,1.464840055,0,0,23,F,170,5.1,1.Sedentary
89,3.380399942,15,0.006959357,23,F,170,5.1,1.Sedentary
92,1.464840055,0,0,23,F,170,5.1,1.Sedentary
90,1.464840055,0,0,23,F,170,5.1,1.Sedentary
91,1.352159977,0,0,23,F,170,5.1,1.Sedentary
88,1.352159977,0,0,23,F,170,5.1,1.Sedentary
93,1.464840055,0,0,23,F,170,5.1,1.Sedentary
96,1.464840055,0,0,23,F,170,5.1,1.Sedentary
96,1.352159977,0,0,23,F,170,5.1,1.Sedentary
97,2.929680109,4,0.001801976,23,F,170,5.1,1.Sedentary
95,1.690199971,0,0,23,F,170,5.1,1.Sedentary
92,1.239480019,0,0,23,F,170,5.1,1.Sedentary
90,1.352159977,0,0,23,F,170,5.1,1.Sedentary
85,1.464840055,0,0,23,F,170,5.1,1.Sedentary
93,1.464840055,0,0,23,F,170,5.1,1.Sedentary
94,2.929680109,4,0.001801976,23,F,170,5.1,1.Sedentary
101,4.056479931,19,0.008761334,23,F,170,5.1,1.Sedentary
115,5.859360218,42,0.019448919,23,F,170,5.1,1.Sedentary
84,2.929680109,9,0.004163187,23,F,170,5.1,1.Sedentary
86,1.464840055,0,0,23,F,170,5.1,2.Light
84,1.464840055,0,0,23,F,170,5.1,1.Sedentary
84,1.464840055,0,0,23,F,170,5.1,1.Sedentary
87,1.464840055,0,0,23,F,170,5.1,1.Sedentary
91,1.464840055,0,0,23,F,170,5.1,1.Sedentary
80,2.929680109,7,0.00323113,23,F,170,5.1,2.Light
82,3.831120014,31,0.014353675,23,F,170,5.1,3.Moderate
83,2.929680109,6,0.002734033,23,F,170,5.1,3.Moderate
86,1.464840055,0,0,23,F,170,5.1,1.Sedentary
91,3.380399942,9,0.004163187,23,F,170,5.1,1.Sedentary
94,4.056479931,35,0.016217789,23,F,170,5.1,1.Sedentary
94,3.380399942,9,0.004163187,23,F,170,5.1,2.Light
97,4.281839848,36,0.016652748,23,F,170,5.1,2.Light
82,1.352159977,0,0,24,F,115,5.4,0.Sleep
92,3.831120014,11,0.005095244,24,F,115,5.4,0.Sleep
88,3.831120014,14,0.006462261,24,F,115,5.4,0.Sleep
83,3.380399942,9,0.004163187,24,F,115,5.4,0.Sleep
89,4.281839848,29,0.013421617,24,F,115,5.4,0.Sleep
86,3.380399942,5,0.002299073,24,F,115,5.4,0.Sleep
85,3.380399942,7,0.00323113,24,F,115,5.4,0.Sleep
93,4.056479931,17,0.007829277,24,F,115,5.4,0.Sleep
92,4.056479931,17,0.007829277,24,F,115,5.4,0.Sleep
90,3.605760098,9,0.004163187,24,F,115,5.4,0.Sleep
90,3.605760098,6,0.002734033,24,F,115,5.4,0.Sleep
93,4.056479931,11,0.005095244,24,F,115,5.4,0.Sleep
84,1.464840055,0,0,24,F,115,5.4,0.Sleep
76,3.605760098,30,0.013918715,24,F,115,5.4,0.Sleep
87,3.831120014,18,0.008326374,24,F,115,5.4,0.Sleep
89,3.605760098,9,0.004163187,24,F,115,5.4,0.Sleep
90,3.831120014,13,0.0060273,24,F,115,5.4,0.Sleep
96,5.183279991,48,0.022245089,24,F,115,5.4,0.Sleep
104,5.183279991,12,0.005530204,24,F,115,5.4,0.Sleep
98,4.732560158,18,0.008326374,24,F,115,5.4,0.Sleep
94,4.056479931,10,0.004598147,24,F,115,5.4,0.Sleep
89,3.831120014,14,0.006462261,24,F,115,5.4,0.Sleep
90,4.732560158,43,0.019946015,24,F,115,5.4,0.Sleep
85,3.605760098,14,0.006462261,24,F,115,5.4,0.Sleep
84,4.281839848,31,0.014353675,24,F,115,5.4,0.Sleep
91,4.056479931,15,0.006959357,24,F,115,5.4,0.Sleep
92,4.281839848,30,0.013918715,24,F,115,5.4,0.Sleep
89,3.831120014,19,0.008761334,24,F,115,5.4,0.Sleep
83,3.605760098,14,0.006462261,24,F,115,5.4,0.Sleep
80,1.464840055,0,0,24,F,115,5.4,0.Sleep
74,3.155040026,11,0.005095244,24,F,115,5.4,0.Sleep
78,3.155040026,12,0.005530204,24,F,115,5.4,0.Sleep
90,3.831120014,8,0.00366609,24,F,115,5.4,0.Sleep
81,1.352159977,0,0,24,F,115,5.4,0.Sleep
81,1.464840055,0,0,24,F,115,5.4,0.Sleep
78,1.464840055,0,0,24,F,115,5.4,0.Sleep
86,3.831120014,25,0.011557505,24,F,115,5.4,0.Sleep
100,4.732560158,16,0.007394317,24,F,115,5.4,0.Sleep
97,4.281839848,12,0.005530204,24,F,115,5.4,0.Sleep
90,4.281839848,35,0.016217789,24,F,115,5.4,0.Sleep
103,5.183279991,21,0.009693391,24,F,115,5.4,0.Sleep
76,3.155040026,13,0.0060273,24,F,115,5.4,0.Sleep
75,3.155040026,12,0.005530204,24,F,115,5.4,0.Sleep
75,1.464840055,0,0,24,F,115,5.4,0.Sleep
77,1.464840055,0,0,24,F,115,5.4,0.Sleep
79,3.380399942,18,0.008326374,24,F,115,5.4,0.Sleep
94,4.507199764,96,0.044552315,24,F,115,5.4,0.Sleep
117,6.760799885,42,0.019448919,24,F,115,5.4,0.Sleep
117,7.887599945,48,0.022245089,24,F,115,5.4,0.Sleep
91,6.535439968,68,0.031503521,24,F,115,5.4,0.Sleep
103,8.563679695,110,0.051014576,24,F,115,5.4,0.Sleep
107,6.084720135,63,0.029204447,24,F,115,5.4,0.Sleep
106,6.310080051,64,0.029701542,24,F,115,5.4,0.Sleep
84,8.112959862,85,0.039394934,24,F,115,5.4,0.Sleep
78,4.056479931,27,0.012489561,24,F,115,5.4,0.Sleep
73,3.605760098,18,0.008326374,24,F,115,5.4,0.Sleep
80,3.605760098,13,0.0060273,24,F,115,5.4,0.Sleep
100,8.338319778,81,0.037592959,24,F,115,5.4,0.Sleep
135,10.5919199,92,0.042688202,24,F,115,5.4,0.Sleep
